time_sec,condition,raw_bpm,smoothed_bpm,heart_interval_sec,heart_scale,stimulus_bpm,stimulus_interval_sec,send_sound_to_sc
0.6005978584289551,heart_1.00x,77,77.0,0.7792207792207793,1.0,77.0,0.7792207792207793,True
1.6198914051055908,heart_1.00x,77,77.0,0.7792207792207793,1.0,77.0,0.7792207792207793,True
2.578429937362671,heart_1.00x,77,77.0,0.7792207792207793,1.0,77.0,0.7792207792207793,True
3.6597743034362793,heart_1.00x,77,77.0,0.7792207792207793,1.0,77.0,0.7792207792207793,True
4.621869087219238,heart_1.00x,77,77.0,0.7792207792207793,1.0,77.0,0.7792207792207793,True
5.578168630599976,heart_1.00x,77,77.0,0.7792207792207793,1.0,77.0,0.7792207792207793,True
6.659526109695435,heart_1.00x,77,77.0,0.7792207792207793,1.0,77.0,0.7792207792207793,True
7.619410991668701,heart_1.00x,77,77.0,0.7792207792207793,1.0,77.0,0.7792207792207793,True
8.580128908157349,heart_1.00x,78,77.15,0.7777057679844458,1.0,77.15,0.7777057679844458,True
9.660638093948364,heart_1.00x,78,77.2775,0.7764226327197438,1.0,77.2775,0.7764226327197438,True
10.619812965393066,heart_1.00x,78,77.385875,0.7753352921318005,1.0,77.385875,0.7753352921318005,True
11.579846382141113,heart_1.00x,78,77.47799375,0.7744134443336693,1.0,77.47799375,0.7744134443336693,True
12.899190187454224,heart_1.00x,78,77.5562946875,0.7736315954979525,1.0,77.5562946875,0.7736315954979525,True
13.620113611221313,heart_1.00x,78,77.62285048437501,0.7729682641850111,1.0,77.62285048437501,0.7729682641850111,True
14.580306768417358,heart_1.00x,78,77.67942291171876,0.772405326288133,1.0,77.67942291171876,0.772405326288133,True
15.658475160598755,heart_1.00x,78,77.72750947496095,0.7719274733655055,1.0,77.72750947496095,0.7719274733655055,True
16.61853837966919,heart_1.00x,78,77.76838305371682,0.7715217630094778,1.0,77.76838305371682,0.7715217630094778,True
17.821303606033325,heart_1.00x,78,77.8031255956593,0.7711772443669982,1.0,77.8031255956593,0.7711772443669982,True
18.6598801612854,heart_1.00x,78,77.8326567563104,0.7708846453469599,1.0,77.8326567563104,0.7708846453469599,True
19.620553970336914,heart_1.00x,79,78.00775824286383,0.7691542655693329,1.0,78.00775824286383,0.7691542655693329,True
20.580019235610962,heart_1.00x,79,78.15659450643425,0.7676895389174165,1.0,78.15659450643425,0.7676895389174165,True
21.659340143203735,heart_1.00x,80,78.4331053304691,0.7649830992563245,1.0,78.4331053304691,0.7649830992563245,True
22.618105173110962,heart_1.00x,81,78.81813953089875,0.7612460831618393,1.0,78.81813953089875,0.7612460831618393,True
23.580037117004395,heart_1.00x,81,79.14541860126394,0.7580982078353908,1.0,79.14541860126394,0.7580982078353908,True
24.66078281402588,heart_1.00x,81,79.42360581107435,0.7554429113017425,1.0,79.42360581107435,0.7554429113017425,True
25.620055675506592,heart_1.00x,81,79.6600649394132,0.7532004906804182,1.0,79.6600649394132,0.7532004906804182,True
26.580036878585815,heart_1.00x,84,80.31105519850122,0.7470951521144965,1.0,80.31105519850122,0.7470951521144965,True
27.659530878067017,heart_1.00x,84,80.86439691872603,0.7419829033079155,1.0,80.86439691872603,0.7419829033079155,True
28.620402812957764,heart_1.00x,85,81.48473738091712,0.7363342133572535,1.0,81.48473738091712,0.7363342133572535,True
29.57857394218445,heart_1.00x,85,82.01202677377955,0.7316000147820134,1.0,82.01202677377955,0.7316000147820134,True
30.66105365753174,heart_1.00x,85,82.46022275771261,0.7276235497967791,1.0,82.46022275771261,0.7276235497967791,True
31.86038374900818,heart_1.00x,85,82.84118934405572,0.7242773851399963,1.0,82.84118934405572,0.7242773851399963,True
32.57977819442749,heart_1.00x,85,83.16501094244737,0.7214572489086999,1.0,83.16501094244737,0.7214572489086999,True
33.65981340408325,heart_1.00x,85,83.44025930108026,0.7190773435099237,1.0,83.44025930108026,0.7190773435099237,True
34.6207115650177,heart_1.00x,85,83.67422040591822,0.7170667346397678,1.0,83.67422040591822,0.7170667346397678,True
35.57979655265808,heart_1.00x,76,82.52308734503049,0.7270692594078423,1.0,82.52308734503049,0.7270692594078423,True
36.661423206329346,heart_1.00x,76,81.54462424327592,0.7357934450835063,1.0,81.54462424327592,0.7357934450835063,True
37.62153244018555,heart_1.00x,73,80.26293060678454,0.7475431004873907,1.0,80.26293060678454,0.7475431004873907,True
38.6989221572876,heart_1.00x,72,79.02349101576685,0.7592678990609101,1.0,79.02349101576685,0.7592678990609101,True
39.65981984138489,heart_1.00x,72,77.96996736340182,0.7695270631620565,1.0,77.96996736340182,0.7695270631620565,True
40.62074017524719,heart_1.00x,71,76.92447225889156,0.7799858515514835,1.0,76.92447225889156,0.7799858515514835,True
41.5802903175354,heart_1.00x,71,76.03580142005782,0.7891019609109076,1.0,76.03580142005782,0.7891019609109076,True
42.65999102592468,heart_1.00x,71,75.28043120704915,0.7970198767190602,1.0,75.28043120704915,0.7970198767190602,True
43.62104392051697,heart_1.00x,71,74.63836652599177,0.8038761134879049,1.0,74.63836652599177,0.8038761134879049,True
44.699960708618164,heart_1.00x,70,73.94261154709301,0.8114400985389438,1.0,73.94261154709301,0.8114400985389438,True
45.90057945251465,heart_1.00x,70,73.35121981502905,0.8179823069241787,1.0,73.35121981502905,0.8179823069241787,True
46.62065243721008,heart_1.00x,71,72.9985368427747,0.8219342824532068,1.0,72.9985368427747,0.8219342824532068,True
47.70152521133423,heart_1.00x,70,72.54875631635849,0.8270300284454503,1.0,72.54875631635849,0.8270300284454503,True
48.66206216812134,heart_1.00x,70,72.16644286890471,0.831411354290998,1.0,72.16644286890471,0.831411354290998,True
49.6215398311615,heart_1.00x,70,71.841476438569,0.8351721453178298,1.0,71.841476438569,0.8351721453178298,True
50.70086884498596,heart_1.00x,71,71.71525497278365,0.8366420787706931,1.0,71.71525497278365,0.8366420787706931,True
51.66172552108765,heart_1.00x,71,71.60796672686611,0.8378955965731814,1.0,71.60796672686611,0.8378955965731814,True
52.62000250816345,heart_1.00x,71,71.51677171783619,0.8389640438011561,1.0,71.51677171783619,0.8389640438011561,True
53.7004759311676,heart_1.00x,71,71.43925596016076,0.8398743687008716,1.0,71.43925596016076,0.8398743687008716,True
54.6600558757782,heart_1.00x,71,71.37336756613665,0.8406496995451734,1.0,71.37336756613665,0.8406496995451734,True
55.621684074401855,heart_1.00x,71,71.31736243121615,0.8413098571595174,1.0,71.31736243121615,0.8413098571595174,True
56.70071625709534,heart_1.00x,71,71.26975806653373,0.8418718068887947,1.0,71.26975806653373,0.8418718068887947,True
57.660606384277344,heart_1.00x,72,71.37929435655367,0.8405798984266803,1.0,71.37929435655367,0.8405798984266803,True
58.62101078033447,heart_1.00x,75,71.92240020307062,0.8342324481745867,1.0,71.92240020307062,0.8342324481745867,True
59.9414381980896,heart_1.00x,77,72.68404017261003,0.8254907109939408,1.0,72.68404017261003,0.8254907109939408,True
