time_sec,condition,raw_bpm,smoothed_bpm,heart_interval_sec,heart_scale,stimulus_bpm,stimulus_interval_sec,send_sound_to_sc
0.8992314338684082,heart_1.25x,72,72.0,0.8333333333333334,1.25,90.0,0.6666666666666666,True
1.9191768169403076,heart_1.25x,72,72.0,0.8333333333333334,1.25,90.0,0.6666666666666666,True
2.9399092197418213,heart_1.25x,71,71.85,0.8350730688935283,1.25,89.8125,0.6680584551148225,True
3.8994102478027344,heart_1.25x,71,71.7225,0.8365575656174841,1.25,89.65312499999999,0.6692460524939873,True
4.977820873260498,heart_1.25x,70,71.464125,0.8395820980107153,1.25,89.33015624999999,0.6716656784085723,True
5.938234090805054,heart_1.25x,70,71.24450625,0.8421701989127056,1.25,89.0556328125,0.6737361591301646,True
6.900169610977173,heart_1.25x,70,71.0578303125,0.8443826631932106,1.25,88.822287890625,0.6755061305545684,True
7.979581832885742,heart_1.25x,70,70.899155765625,0.846272418226602,1.25,88.62394470703124,0.6770179345812817,True
8.939640760421753,heart_1.25x,70,70.76428240078124,0.847885373304338,1.25,88.45535300097654,0.6783082986434705,True
10.139816761016846,heart_1.25x,70,70.64964004066405,0.8492612271692481,1.25,88.31205005083007,0.6794089817353984,True
10.978785037994385,heart_1.25x,70,70.55219403456445,0.8504342185390465,1.25,88.19024254320556,0.6803473748312373,True
11.939622640609741,heart_1.25x,70,70.46936492937978,0.8514338118433229,1.25,88.08670616172472,0.6811470494746583,True
12.900296449661255,heart_1.25x,70,70.39896018997281,0.8522853155513798,1.25,87.99870023746601,0.6818282524411039,True
13.979473114013672,heart_1.25x,70,70.33911616147688,0.8530104339420265,1.25,87.92389520184611,0.6824083471536211,True
15.179179191589355,heart_1.25x,70,70.28824873725534,0.853627755391746,1.25,87.86031092156918,0.6829022043133968,True
15.897804737091064,heart_1.25x,71,70.39501142666704,0.8523331239530249,1.25,87.9937642833338,0.6818664991624198,True
16.98104453086853,heart_1.25x,75,71.08575971266698,0.8440509075590342,1.25,88.85719964083373,0.6752407260472274,True
17.940093517303467,heart_1.25x,76,71.82289575576694,0.8353882055108084,1.25,89.77861969470867,0.6683105644086468,True
18.899545192718506,heart_1.25x,79,72.89946139240189,0.8230513484459521,1.25,91.12432674050237,0.6584410787567616,True
19.980690479278564,heart_1.25x,79,73.8145421835416,0.8128479595634229,1.25,92.26817772942701,0.6502783676507383,True
20.93975806236267,heart_1.25x,79,74.59236085601036,0.804371913041085,1.25,93.24045107001295,0.6434975304328681,True
21.89946413040161,heart_1.25x,79,75.2535067276088,0.7973050374539871,1.25,94.066883409511,0.6378440299631897,True
22.983247756958008,heart_1.25x,79,75.81548071846747,0.7913951007288798,1.25,94.76935089808434,0.6331160805831038,True
24.1807279586792,heart_1.25x,78,76.14315861069736,0.7879893754705705,1.25,95.1789482633717,0.6303915003764564,True
24.897804737091064,heart_1.25x,77,76.27168481909274,0.7866615263883678,1.25,95.33960602386593,0.6293292211106943,True
25.98003363609314,heart_1.25x,77,76.38093209622882,0.7855363682182978,1.25,95.47616512028603,0.6284290945746382,True
27.059711694717407,heart_1.25x,76,76.3237922817945,0.7861244600959352,1.25,95.40474035224312,0.6288995680767481,True
